movie_id,title,overview,genres,keywords,cast,director,tags,original_language,vote_average,release_date,popularity,runtime,production_countries
14582,Passchendaele,sergeant michael dunne fights in the 10th battalion aka the fighting tenth with the 1st canadian division and participated in all major canadian battles of the war and set the record for highest number of individual bravery awards for a single battle,Drama Romance War History,nurse battle platoon veteran recruitment,Paul Gross Caroline Dhavernas Joe Dinicol,Paul Gross,sergeant michael dunne fights in the 10th battalion aka the fighting tenth with the 1st canadian division and participated in all major canadian battles of the war and set the record for highest number of individual bravery awards for a single battle drama romance war history drama romance war history nurse battle platoon veteran recruitment nurse battle platoon veteran recruitment paulgross carolinedhavernas joedinicol paulgross carolinedhavernas joedinicol paulgross paulgross paulgross,en,6.3,2008-10-17,2.405911,114.0,CA
14914,Flash of Genius,in this david vs goliath drama based on a true story college professor robert kearns greg kinnear goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers kearns doggedly pursues recognition for his invention as well as the much deserved financial rewards for the sake of his wife lauren graham and six kids,Drama,biography,Aaron Abrams Alan Alda Lauren Graham,Marc Abraham,in this david vs goliath drama based on a true story college professor robert kearns greg kinnear goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers kearns doggedly pursues recognition for his invention as well as the much deserved financial rewards for the sake of his wife lauren graham and six kids drama drama biography biography aaronabrams alanalda laurengraham aaronabrams alanalda laurengraham marcabraham marcabraham marcabraham,en,6.3,2008-09-07,3.350297,119.0,US
3902,I'm Not There.,six actors portray six personas of music legend bob dylan in scenes depicting various stages of his life chronicling his rise from unknown folksinger to international icon and revealing how dylan constantly reinvented himself,Drama Music,rock and roll music style success john f. kennedy advancement bob dylan rock biography music beatnik motor-bike accident,Cate Blanchett Heath Ledger Julianne Moore,Todd Haynes,six actors portray six personas of music legend bob dylan in scenes depicting various stages of his life chronicling his rise from unknown folksinger to international icon and revealing how dylan constantly reinvented himself drama music drama music rockandroll musicstyle success johnfkennedy advancement bobdylan rock biography music beatnik motorbikeaccident rockandroll musicstyle success johnfkennedy advancement bobdylan rock biography music beatnik motorbikeaccident cateblanchett heathledger juliannemoore cateblanchett heathledger juliannemoore toddhaynes toddhaynes toddhaynes,en,6.6,2007-10-01,13.032308,135.0,US
77948,The Cold Light of Day,a young american uncovers a conspiracy during his attempt to save his family that was kidnapped while on vacation in spain,Action Thriller,kidnapping spying government,Henry Cavill Verónica Echegui Sigourney Weaver,Mabrouk El Mechri,a young american uncovers a conspiracy during his attempt to save his family that was kidnapped while on vacation in spain action thriller action thriller kidnapping spying government kidnapping spying government henrycavill vernicaechegui sigourneyweaver henrycavill vernicaechegui sigourneyweaver mabroukelmechri mabroukelmechri mabroukelmechri,en,4.8,2012-04-04,15.131867,93.0,US
21755,The Brothers Bloom,the brothers bloom are the best con men in the world swindling millionaires with complex scenarios of lust and intrigue now they ve decided to take on one last job showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world,Adventure Comedy Drama Romance,con man estafa,Rachel Weisz Adrien Brody Mark Ruffalo,Rian Johnson,the brothers bloom are the best con men in the world swindling millionaires with complex scenarios of lust and intrigue now they ve decided to take on one last job showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world adventure comedy drama romance adventure comedy drama romance conman estafa conman estafa rachelweisz adrienbrody markruffalo rachelweisz adrienbrody markruffalo rianjohnson rianjohnson rianjohnson,en,6.8,2008-09-09,10.218307,114.0,US
4960,"Synecdoche, New York",a theater director struggles with his work and the women in his life as he attempts to create a life size replica of new york inside a warehouse as part of his new play,Drama,new york man-woman relation writer,Philip Seymour Hoffman Samantha Morton Jennifer Jason Leigh,Charlie Kaufman,a theater director struggles with his work and the women in his life as he attempts to create a life size replica of new york inside a warehouse as part of his new play drama drama newyork manwomanrelation writer newyork manwomanrelation writer philipseymourhoffman samanthamorton jenniferjasonleigh philipseymourhoffman samanthamorton jenniferjasonleigh charliekaufman charliekaufman charliekaufman,en,7.4,2008-10-24,12.761176,124.0,US
128,Princess Mononoke,ashitaka a prince of the disappearing ainu tribe is cursed by a demonized boar god and must journey to the west to find a cure along the way he encounters san a young human woman fighting to protect the forest and lady eboshi who is trying to destroy it ashitaka must find a way to bring balance to this conflict,Adventure Fantasy Animation,fight wolf village and town iron pan wild boar territory friendship princess good vs evil anime,Yōji Matsuda Yuriko Ishida Yūko Tanaka,Hayao Miyazaki,ashitaka a prince of the disappearing ainu tribe is cursed by a demonized boar god and must journey to the west to find a cure along the way he encounters san a young human woman fighting to protect the forest and lady eboshi who is trying to destroy it ashitaka must find a way to bring balance to this conflict adventure fantasy animation adventure fantasy animation fight wolf villageandtown iron pan wildboar territory friendship princess goodvsevil anime fight wolf villageandtown iron pan wildboar territory friendship princess goodvsevil anime yjimatsuda yurikoishida ykotanaka yjimatsuda yurikoishida ykotanaka hayaomiyazaki hayaomiyazaki hayaomiyazaki,ja,8.2,1997-07-12,60.732738,134.0,JP
14652,Bon voyage,isabelle adjani and gerard depardieu star in director jean paul rappenau s amusing farce set on the eve of world war ii which follows the intersecting lives of four parisians as they cope with the impending invasion of their city by german forces as the french government braces for impact the lives of a young writer a vain movie star a french politician and a young scientist are examined as they attempt to deal with war and evade german spies,Comedy Drama Foreign,,Grégori Derangère Gérard Depardieu Isabelle Adjani,Jean-Paul Rappeneau,isabelle adjani and gerard depardieu star in director jean paul rappenau s amusing farce set on the eve of world war ii which follows the intersecting lives of four parisians as they cope with the impending invasion of their city by german forces as the french government braces for impact the lives of a young writer a vain movie star a french politician and a young scientist are examined as they attempt to deal with war and evade german spies comedy drama foreign comedy drama foreign grgoriderangre grarddepardieu isabelleadjani grgoriderangre grarddepardieu isabelleadjani jeanpaulrappeneau jeanpaulrappeneau jeanpaulrappeneau,fr,5.7,2003-04-16,0.49446,114.0,FR
40932,Can't Stop the Music,movie about the village people filmed in a documentary style,Comedy Music,camp disco woman director village people,Alex Briley David Hodo Glenn Hughes,Nancy Walker,movie about the village people filmed in a documentary style comedy music comedy music camp disco womandirector villagepeople camp disco womandirector villagepeople alexbriley davidhodo glennhughes alexbriley davidhodo glennhughes nancywalker nancywalker nancywalker,en,4.9,1980-06-20,6.574285,124.0,US
16608,The Proposition,set in the australian outback in the 1880s the movie follows the series of events following the horrific rape and murder of the hopkins family allegedly committed by the infamous burns brothers gang captain morris stanley captures charlie burns and gives him 9 days to kill his older dangerous psychopathic brother or else they ll hang his younger mentally slow brother on christmas day,Action Adventure Crime Drama Thriller Western,gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery,Guy Pearce Ray Winstone Emily Watson,John Hillcoat,set in the australian outback in the 1880s the movie follows the series of events following the horrific rape and murder of the hopkins family allegedly committed by the infamous burns brothers gang captain morris stanley captures charlie burns and gives him 9 days to kill his older dangerous psychopathic brother or else they ll hang his younger mentally slow brother on christmas day action adventure crime drama thriller western action adventure crime drama thriller western gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery guypearce raywinstone emilywatson guypearce raywinstone emilywatson johnhillcoat johnhillcoat johnhillcoat,en,7.1,2005-10-06,14.617944,104.0,AU GB
334531,My All American,freddie steinmark an underdog on the gridiron faces the toughest challenge of his life after leading his team to a championship season,Drama,american football biography sport championship,Aaron Eckhart Finn Wittrock Robin Tunney,Angelo Pizzo,freddie steinmark an underdog on the gridiron faces the toughest challenge of his life after leading his team to a championship season drama drama americanfootball biography sport championship americanfootball biography sport championship aaroneckhart finnwittrock robintunney aaroneckhart finnwittrock robintunney angelopizzo angelopizzo angelopizzo,en,6.8,2015-11-13,3.102987,118.0,US
32316,Marci X,a jewish american princess is forced to take control of a hard core hip hop record label and tries to rein the one of the label s most controversial rappers,Comedy,,Lisa Kudrow Damon Wayans Richard Benjamin,Richard Benjamin,a jewish american princess is forced to take control of a hard core hip hop record label and tries to rein the one of the label s most controversial rappers comedy comedy lisakudrow damonwayans richardbenjamin lisakudrow damonwayans richardbenjamin richardbenjamin richardbenjamin richardbenjamin,en,3.3,2003-08-22,5.65327,84.0,US
7299,Equilibrium,in a dystopian future a totalitarian regime maintains peace by subduing the populace with a drug and displays of emotion are punishable by death a man in charge of enforcing the law rises to overthrow the system,Action Science Fiction Thriller,resistance fascism totalitarian regime destroy phasing dystopia book burning outlaw government agent,Christian Bale Taye Diggs Emily Watson,Kurt Wimmer,in a dystopian future a totalitarian regime maintains peace by subduing the populace with a drug and displays of emotion are punishable by death a man in charge of enforcing the law rises to overthrow the system action sciencefiction thriller action sciencefiction thriller resistance fascism totalitarianregime destroy phasing dystopia bookburning outlaw governmentagent resistance fascism totalitarianregime destroy phasing dystopia bookburning outlaw governmentagent christianbale tayediggs emilywatson christianbale tayediggs emilywatson kurtwimmer kurtwimmer kurtwimmer,en,6.9,2002-12-06,44.566609,107.0,US
13405,The Children of Huang Shi,about young british journalist george hogg who with the assistance of a courageous australian nurse saves a group of orphaned children during the japanese occupation of china in 1937,Drama War,based on true story duringcreditsstinger,Jonathan Rhys Meyers Radha Mitchell Chow Yun-fat,Roger Spottiswoode,about young british journalist george hogg who with the assistance of a courageous australian nurse saves a group of orphaned children during the japanese occupation of china in 1937 drama war drama war basedontruestory duringcreditsstinger basedontruestory duringcreditsstinger jonathanrhysmeyers radhamitchell chowyunfat jonathanrhysmeyers radhamitchell chowyunfat rogerspottiswoode rogerspottiswoode rogerspottiswoode,zh,6.5,2008-07-03,8.978408,125.0,AU CN DE
19457,The Yards,in the rail yards of queens contractors repair and rebuild the city s subway cars these contracts are lucrative so graft and corruption are rife when leo handler gets out of prison he finds his aunt married to frank olchin one of the big contractors he s battling with a minority owned firm for contracts,Drama Action Thriller Crime,corruption subway infiltration criminal,Mark Wahlberg Joaquin Phoenix Charlize Theron,James Gray,in the rail yards of queens contractors repair and rebuild the city s subway cars these contracts are lucrative so graft and corruption are rife when leo handler gets out of prison he finds his aunt married to frank olchin one of the big contractors he s battling with a minority owned firm for contracts drama action thriller crime drama action thriller crime corruption subway infiltration criminal corruption subway infiltration criminal markwahlberg joaquinphoenix charlizetheron markwahlberg joaquinphoenix charlizetheron jamesgray jamesgray jamesgray,en,6.0,2000-04-27,10.150993,115.0,US
112937,The Oogieloves in the Big Balloon Adventure,it s schluufy s birthday and the oogieloves goobie zoozie and toofie along with their friends j edgar windy window and ruffy are organizing a party shh it s a secret everything is going along just perfectly until j edgar trips and loses the last five magical balloons in all of lovelyloveville oh no the oogiloves set out to find the magical balloons in time to save their friend s party along the way they meet some very interesting characters indeed including dotty rounder cloris leachman bobby wobbly carey elwes milky marvin chazz palminteri rosalie rosebud toni braxton and lola and lero sombero christopher lloyd and jaime pressly can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate schluufy s surprise birthday,Family,,Christopher Lloyd Cary Elwes Jaime Pressly,Matthew Diamond,it s schluufy s birthday and the oogieloves goobie zoozie and toofie along with their friends j edgar windy window and ruffy are organizing a party shh it s a secret everything is going along just perfectly until j edgar trips and loses the last five magical balloons in all of lovelyloveville oh no the oogiloves set out to find the magical balloons in time to save their friend s party along the way they meet some very interesting characters indeed including dotty rounder cloris leachman bobby wobbly carey elwes milky marvin chazz palminteri rosalie rosebud toni braxton and lola and lero sombero christopher lloyd and jaime pressly can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate schluufy s surprise birthday family family christopherlloyd caryelwes jaimepressly christopherlloyd caryelwes jaimepressly matthewdiamond matthewdiamond matthewdiamond,en,2.2,2012-08-29,0.28576,88.0,US
314385,By the Sea,set in france during the mid 1970s vanessa a former dancer and her husband roland an american writer travel the country together they seem to be growing apart but when they linger in one quiet seaside town they begin to draw close to some of its more vibrant inhabitants such as a local bar caf keeper and a hotel owner,Drama Romance,france hotel 1970s grief travel unhappiness marriage problems woman director,Angelina Jolie Brad Pitt Mélanie Laurent,Angelina Jolie,set in france during the mid 1970s vanessa a former dancer and her husband roland an american writer travel the country together they seem to be growing apart but when they linger in one quiet seaside town they begin to draw close to some of its more vibrant inhabitants such as a local bar caf keeper and a hotel owner drama romance drama romance france hotel 1970s grief travel unhappiness marriageproblems womandirector france hotel 1970s grief travel unhappiness marriageproblems womandirector angelinajolie bradpitt mlanielaurent angelinajolie bradpitt mlanielaurent angelinajolie angelinajolie angelinajolie,en,5.4,2015-11-12,11.267676,122.0,FR US
8953,Steamboy,after receiving a package from his grandfather rei a young inventor living in england during the mid 19th century has his life thrown into disarray the package contains a steam ball a device of incredible power and a letter asking him to guard it rei must evade capture from the nefarious o hara foundation who will do anything to steal the device and use it for their own nefarious means,Animation Fantasy Science Fiction,england inventor ball boy industrial revolution kugel steampunk energy 19th century steam,Anne Suzuki Masane Tsukayama Katsuo Nakamura,Katsuhiro Ōtomo,after receiving a package from his grandfather rei a young inventor living in england during the mid 19th century has his life thrown into disarray the package contains a steam ball a device of incredible power and a letter asking him to guard it rei must evade capture from the nefarious o hara foundation who will do anything to steal the device and use it for their own nefarious means animation fantasy sciencefiction animation fantasy sciencefiction england inventor ball boy industrialrevolution kugel steampunk energy 19thcentury steam england inventor ball boy industrialrevolution kugel steampunk energy 19thcentury steam annesuzuki masanetsukayama katsuonakamura annesuzuki masanetsukayama katsuonakamura katsuhirotomo katsuhirotomo katsuhirotomo,ja,6.4,2004-07-17,9.129808,126.0,JP
29078,The Game of Their Lives,based on a true story this film tells the tale of the 1950 us soccer team who against all odds beat england 1 0 in the city of belo horizonte brazil although no us team has yet won a world cup title this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs,Drama,sport,Gerard Butler Wes Bentley Gavin Rossdale,David Anspaugh,based on a true story this film tells the tale of the 1950 us soccer team who against all odds beat england 1 0 in the city of belo horizonte brazil although no us team has yet won a world cup title this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs drama drama sport sport gerardbutler wesbentley gavinrossdale gerardbutler wesbentley gavinrossdale davidanspaugh davidanspaugh davidanspaugh,en,5.8,2005-01-01,2.013405,101.0,US
46503,All Good Things,newly discovered facts court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in new york history,Drama Mystery Thriller Crime Romance,difficult childhood patriarch childhood trauma dysfunctional marriage,Kirsten Dunst Ryan Gosling Kristen Wiig,Andrew Jarecki,newly discovered facts court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in new york history drama mystery thriller crime romance drama mystery thriller crime romance difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage kirstendunst ryangosling kristenwiig kirstendunst ryangosling kristenwiig andrewjarecki andrewjarecki andrewjarecki,en,5.9,2010-12-03,20.086645,101.0,US
10448,Rapa Nui,inter tribal rivalry leads to a competition to erect a huge statue moai in record time before make can take part in the race to retrieve the egg of a sooty tern the reward for winning this race is to rule the island for one year,Adventure,in love with enemy indigenous island,Jason Scott Lee Esai Morales Sandrine Holt,Kevin Reynolds,inter tribal rivalry leads to a competition to erect a huge statue moai in record time before make can take part in the race to retrieve the egg of a sooty tern the reward for winning this race is to rule the island for one year adventure adventure inlovewithenemy indigenous island inlovewithenemy indigenous island jasonscottlee esaimorales sandrineholt jasonscottlee esaimorales sandrineholt kevinreynolds kevinreynolds kevinreynolds,en,6.2,1994-09-09,3.581906,107.0,US
13688,CJ7,ti a really poor construction worker that struggles to keep his son dicky in private school mistakes an orb he finds in a junkjard for a toy which proves to be much much more once the young boy starts to play with it,Comedy Drama Family Fantasy Science Fiction,little boy ufo extraterrestrial,Stephen Chow Xu Jiao Kitty Zhang Yuqi,Stephen Chow,ti a really poor construction worker that struggles to keep his son dicky in private school mistakes an orb he finds in a junkjard for a toy which proves to be much much more once the young boy starts to play with it comedy drama family fantasy sciencefiction comedy drama family fantasy sciencefiction littleboy ufo extraterrestrial littleboy ufo extraterrestrial stephenchow xujiao kittyzhangyuqi stephenchow xujiao kittyzhangyuqi stephenchow stephenchow stephenchow,cn,6.1,2008-01-30,12.373248,86.0,HK
10353,The Visitors II: The Corridors of Time,the sequel to the visitors reunites us with those lovable ruffians from the french medieval ages who through magic are transported into the present with often drastic consequences godefroy de montmirail travels to today to recover the missing family jewels and a sacred relic guarantor of his wife to be s fertility the confrontation between godefroy s repellent servant jack the crack and his descendent the effete jacquart present day owner of the chateau further complicates the matter,Comedy Fantasy,mephisto french revolution time travel leap in time knight wedding middle ages,Christian Clavier Jean Reno Marie-Anne Chazel,Jean-Marie Poiré,the sequel to the visitors reunites us with those lovable ruffians from the french medieval ages who through magic are transported into the present with often drastic consequences godefroy de montmirail travels to today to recover the missing family jewels and a sacred relic guarantor of his wife to be s fertility the confrontation between godefroy s repellent servant jack the crack and his descendent the effete jacquart present day owner of the chateau further complicates the matter comedy fantasy comedy fantasy mephisto frenchrevolution timetravel leapintime knight wedding middleages mephisto frenchrevolution timetravel leapintime knight wedding middleages christianclavier jeanreno marieannechazel christianclavier jeanreno marieannechazel jeanmariepoir jeanmariepoir jeanmariepoir,fr,5.8,1998-02-11,12.283025,118.0,FR
43935,Dylan Dog: Dead of Night,supernatural private eye dylan dog seeks out the monsters of the louisiana bayou in his signature red shirt black jacket and blue jeans,Action Comedy Horror Mystery Science Fiction Thriller,detective vampire supernatural zombie werewolf ghouls,Brandon Routh Peter Stormare Sam Huntington,Kevin Munroe,supernatural private eye dylan dog seeks out the monsters of the louisiana bayou in his signature red shirt black jacket and blue jeans action comedy horror mystery sciencefiction thriller action comedy horror mystery sciencefiction thriller detective vampire supernatural zombie werewolf ghouls detective vampire supernatural zombie werewolf ghouls brandonrouth peterstormare samhuntington brandonrouth peterstormare samhuntington kevinmunroe kevinmunroe kevinmunroe,en,4.5,2011-03-16,10.617236,107.0,US
11458,People I Know,a new york press agent must scramble when his major client becomes embroiled in a huge scandal,Drama Thriller,drug addiction press release from prison women's prison party exzess independent film drug intrigue,Al Pacino Kim Basinger Ryan O'Neal,Daniel Algrant,a new york press agent must scramble when his major client becomes embroiled in a huge scandal drama thriller drama thriller drugaddiction press releasefromprison womensprison party exzess independentfilm drug intrigue drugaddiction press releasefromprison womensprison party exzess independentfilm drug intrigue alpacino kimbasinger ryanoneal alpacino kimbasinger ryanoneal danielalgrant danielalgrant danielalgrant,en,5.5,2002-11-21,6.377308,100.0,DE US
44638,The Tempest,an adaptation of the play by william shakespeare prospera a female version of shakespeare s prospero is the usurped ruler of milan who has been banished to a mysterious island with her daughter using her magical powers she draws her enemies to the island to exact her revenge,Drama Fantasy,shakespeare sword island frog sorcery banishment spirit storm staff woman director sorceress loincloth,Helen Mirren Felicity Jones Reeve Carney,Julie Taymor,an adaptation of the play by william shakespeare prospera a female version of shakespeare s prospero is the usurped ruler of milan who has been banished to a mysterious island with her daughter using her magical powers she draws her enemies to the island to exact her revenge drama fantasy drama fantasy shakespeare sword island frog sorcery banishment spirit storm staff womandirector sorceress loincloth shakespeare sword island frog sorcery banishment spirit storm staff womandirector sorceress loincloth helenmirren felicityjones reevecarney helenmirren felicityjones reevecarney julietaymor julietaymor julietaymor,en,6.0,2010-12-10,3.620537,110.0,US
241257,Regression,minnesota 1990 detective bruce kenner investigates the case of young angela who accuses her father john gray of an unspeakable crime when john unexpectedly and without recollection admits guilt renowned psychologist dr raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery,Horror Mystery Thriller,investigation memory loss,Ethan Hawke Emma Watson David Thewlis,Alejandro Amenábar,minnesota 1990 detective bruce kenner investigates the case of young angela who accuses her father john gray of an unspeakable crime when john unexpectedly and without recollection admits guilt renowned psychologist dr raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery horror mystery thriller horror mystery thriller investigation memoryloss investigation memoryloss ethanhawke emmawatson davidthewlis ethanhawke emmawatson davidthewlis alejandroamenbar alejandroamenbar alejandroamenbar,en,5.3,2015-10-01,27.215666,106.0,CA ES
14538,Three Kingdoms: Resurrection of the Dragon,the aging zhao embarks on his final and greatest campaign a road to adventure that will crown his name in glory for all time,Action History Drama,warrior woman number in title,Sammo Hung Vanness Wu Maggie Q,Daniel Lee,the aging zhao embarks on his final and greatest campaign a road to adventure that will crown his name in glory for all time action history drama action history drama warriorwoman numberintitle warriorwoman numberintitle sammohung vannesswu maggieq sammohung vannesswu maggieq daniellee daniellee daniellee,en,6.6,2008-04-03,4.127155,102.0,CN HK KR
13250,Butterfly on a Wheel,a sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point,Crime Drama Thriller,chicago infidelity man-woman relation revenge,Pierce Brosnan Maria Bello Gerard Butler,Mike Barker,a sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point crime drama thriller crime drama thriller chicago infidelity manwomanrelation revenge chicago infidelity manwomanrelation revenge piercebrosnan mariabello gerardbutler piercebrosnan mariabello gerardbutler mikebarker mikebarker mikebarker,en,6.3,2007-07-27,13.118983,95.0,CA GB US
133931,Zambezia,set in a bustling bird city on the edge of the majestic victoria falls zambezia is the story of kai a na ve but high spirited young falcon who travels to the bird city of zambezia where he discovers the truth about his origins and in defending the city learns how to be part of a community,Comedy Animation Adventure Family,falcon bird origin,Jeremy Suarez Samuel L. Jackson Abigail Breslin,Wayne Thornley,set in a bustling bird city on the edge of the majestic victoria falls zambezia is the story of kai a na ve but high spirited young falcon who travels to the bird city of zambezia where he discovers the truth about his origins and in defending the city learns how to be part of a community comedy animation adventure family comedy animation adventure family falcon bird origin falcon bird origin jeremysuarez samuelljackson abigailbreslin jeremysuarez samuelljackson abigailbreslin waynethornley waynethornley waynethornley,en,5.3,2012-06-05,14.182301,83.0,ZA
280871,Ramanujan,a prodigious indian mathematician has to overcome poverty and prejudices and make a mark with the help of his british mentor,Drama History,mathematician biography prodigy ramanujam math genius,Abhinay Vaddi Suhasini Maniratnam Kevin McGowan,Gnana Rajasekaran,a prodigious indian mathematician has to overcome poverty and prejudices and make a mark with the help of his british mentor drama history drama history mathematician biography prodigy ramanujam mathgenius mathematician biography prodigy ramanujam mathgenius abhinayvaddi suhasinimaniratnam kevinmcgowan abhinayvaddi suhasinimaniratnam kevinmcgowan gnanarajasekaran gnanarajasekaran gnanarajasekaran,ta,5.0,2014-07-11,0.416179,170.0,IN
239897,Dwegons,family inherits an old house and to their surprise finds the home filled with wonderful colorful creatures that brings the family together,Animation,,Melissa Leo Maggie Wheeler Joey D. Vieira,Tom Walsh,family inherits an old house and to their surprise finds the home filled with wonderful colorful creatures that brings the family together animation animation melissaleo maggiewheeler joeydvieira melissaleo maggiewheeler joeydvieira tomwalsh tomwalsh tomwalsh,en,0.5,2014-01-24,0.485405,98.0,US
184341,Hands of Stone,the legendary roberto duran and his equally legendary trainer ray arcel change each other s lives,Drama,,Robert De Niro Edgar Ramírez Jurnee Smollett,Jonathan Jakubowicz,the legendary roberto duran and his equally legendary trainer ray arcel change each other s lives drama drama robertdeniro edgarramrez jurneesmollett robertdeniro edgarramrez jurneesmollett jonathanjakubowicz jonathanjakubowicz jonathanjakubowicz,en,6.1,2016-08-26,7.444189,105.0,PA US
334074,Survivor,a foreign service officer in london tries to prevent a terrorist attack set to hit new york but is forced to go on the run when she is framed for crimes she did not commit,Thriller,new year's eve fire showdown terrorist embassy hand grenade truck laboratory on the run orphan death cigarette lighter microscope hazmat suit,Pierce Brosnan Milla Jovovich Dylan McDermott,James McTeigue,a foreign service officer in london tries to prevent a terrorist attack set to hit new york but is forced to go on the run when she is framed for crimes she did not commit thriller thriller newyearseve fire showdown terrorist embassy handgrenade truck laboratory ontherun orphan death cigarettelighter microscope hazmatsuit newyearseve fire showdown terrorist embassy handgrenade truck laboratory ontherun orphan death cigarettelighter microscope hazmatsuit piercebrosnan millajovovich dylanmcdermott piercebrosnan millajovovich dylanmcdermott jamesmcteigue jamesmcteigue jamesmcteigue,en,5.4,2015-05-21,33.625477,96.0,GB US
199373,The Frozen Ground,an alaska state trooper partners with a young woman who escaped the clutches of serial killer robert hansen to bring the murderer to justice based on actual events,Thriller Crime,gun escape serial killer man hunt hunting,Nicolas Cage Vanessa Hudgens John Cusack,Scott Walker,an alaska state trooper partners with a young woman who escaped the clutches of serial killer robert hansen to bring the murderer to justice based on actual events thriller crime thriller crime gun escape serialkiller manhunt hunting gun escape serialkiller manhunt hunting nicolascage vanessahudgens johncusack nicolascage vanessahudgens johncusack scottwalker scottwalker scottwalker,en,6.1,2013-07-18,28.060472,105.0,US
14202,The Painted Veil,a british medical doctor fights a cholera outbreak in a small chinese village while also being trapped at home in a loveless marriage to an unfaithful wife,Drama Romance,china cholera foreign aid epidemic loveless marriage,Edward Norton Juliet Howland Naomi Watts,John Curran,a british medical doctor fights a cholera outbreak in a small chinese village while also being trapped at home in a loveless marriage to an unfaithful wife drama romance drama romance china cholera foreignaid epidemic lovelessmarriage china cholera foreignaid epidemic lovelessmarriage edwardnorton juliethowland naomiwatts edwardnorton juliethowland naomiwatts johncurran johncurran johncurran,en,7.1,2006-12-09,20.746932,125.0,CA CN US
6968,The Baader Meinhof Complex,der baader meinhof komplex depicts the political turmoil in the period from 1967 to the bloody deutschen herbst in 1977 the movie approaches the events based on stefan aust s standard work on die rote armee fraktion raf the story centers on the leadership of the self named anti fascist resistance to state violence andreas baader ulrike meinhof and gudrun ensslin,Action Crime Drama History Thriller,terror raf 1970s,Martina Gedeck Moritz Bleibtreu Johanna Wokalek,Uli Edel,der baader meinhof komplex depicts the political turmoil in the period from 1967 to the bloody deutschen herbst in 1977 the movie approaches the events based on stefan aust s standard work on die rote armee fraktion raf the story centers on the leadership of the self named anti fascist resistance to state violence andreas baader ulrike meinhof and gudrun ensslin action crime drama history thriller action crime drama history thriller terror raf 1970s terror raf 1970s martinagedeck moritzbleibtreu johannawokalek martinagedeck moritzbleibtreu johannawokalek uliedel uliedel uliedel,de,7.1,2008-09-24,7.727035,150.0,CZ FR DE
581,Dances with Wolves,wounded civil war soldier john dunbar tries to commit suicide and becomes a hero instead as a reward he s assigned to his dream post a remote junction on the western frontier and soon makes unlikely friends with the local sioux tribe,Adventure Drama Western,countryside based on novel suicide attempt culture clash loss of family deserter interpreter language barrier self-discovery dakota buffalo chief unsociability freedom native american 19th century lakota,Kevin Costner Mary McDonnell Graham Greene,Kevin Costner,wounded civil war soldier john dunbar tries to commit suicide and becomes a hero instead as a reward he s assigned to his dream post a remote junction on the western frontier and soon makes unlikely friends with the local sioux tribe adventure drama western adventure drama western countryside basedonnovel suicideattempt cultureclash lossoffamily deserter interpreter languagebarrier selfdiscovery dakota buffalo chief unsociability freedom nativeamerican 19thcentury lakota countryside basedonnovel suicideattempt cultureclash lossoffamily deserter interpreter languagebarrier selfdiscovery dakota buffalo chief unsociability freedom nativeamerican 19thcentury lakota kevincostner marymcdonnell grahamgreene kevincostner marymcdonnell grahamgreene kevincostner kevincostner kevincostner,en,7.6,1990-11-09,45.707835,181.0,GB US
52449,Bad Teacher,a lazy incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fianc dumps her,Comedy,classroom teacher school workplace humor,Cameron Diaz Jason Segel Justin Timberlake,Jake Kasdan,a lazy incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fianc dumps her comedy comedy classroom teacher school workplacehumor classroom teacher school workplacehumor camerondiaz jasonsegel justintimberlake camerondiaz jasonsegel justintimberlake jakekasdan jakekasdan jakekasdan,en,5.4,2011-05-16,28.497242,92.0,US
